2020-01-31T14:13:56,Spiral.csv,B2_Out_1_2_2.txt,1,2,2,0.01,0.01,2020-01-31T14:13:56,0,0.015624,0.015624,0,3
2020-01-31T14:13:56,Spiral.csv,B2_Out_1_2_3.txt,1,2,3,0.01,0.01,2020-01-31T14:13:56,0,0.015627,0.015627,0,3
2020-01-31T14:13:56,Spiral.csv,B2_Out_1_2_4.txt,1,2,4,0.01,0.01,2020-01-31T14:13:56,0,0,0,0,3
2020-01-31T14:13:57,Spiral.csv,B2_Out_1_3_2.txt,1,3,2,0.01,0.01,2020-01-31T14:13:57,0,0,0,0,3
2020-01-31T14:13:57,Spiral.csv,B2_Out_1_3_3.txt,1,3,3,0.01,0.01,2020-01-31T14:13:57,0,0.015624,0.015624,0,3
2020-01-31T14:13:57,Spiral.csv,B2_Out_1_3_4.txt,1,3,4,0.01,0.01,2020-01-31T14:13:57,0,0.015625,0.015625,0,3
2020-01-31T14:13:57,Spiral.csv,B2_Out_1_4_2.txt,1,4,2,0.01,0.01,2020-01-31T14:13:57,0,0.015623,0.015623,0,1
2020-01-31T14:13:57,Spiral.csv,B2_Out_1_4_3.txt,1,4,3,0.01,0.01,2020-01-31T14:13:57,0,0.031251,0.031251,0,1
2020-01-31T14:13:57,Spiral.csv,B2_Out_1_4_4.txt,1,4,4,0.01,0.01,2020-01-31T14:13:57,0,0.015624,0.015624,0,1
2020-01-31T14:13:57,Spiral.csv,B2_Out_2_2_2.txt,2,2,2,0.01,0.01,2020-01-31T14:13:58,0.015624,0,0.015624,0,3
2020-01-31T14:13:58,Spiral.csv,B2_Out_2_2_3.txt,2,2,3,0.01,0.01,2020-01-31T14:13:58,0.022389,0.004206,0.026595,0,3
2020-01-31T14:13:58,Spiral.csv,B2_Out_2_2_4.txt,2,2,4,0.01,0.01,2020-01-31T14:13:58,0.015624,0.015624,0.031248,0,3
2020-01-31T14:13:58,Spiral.csv,B2_Out_2_3_2.txt,2,3,2,0.01,0.01,2020-01-31T14:13:58,0.015621,0,0.015621,0,3
2020-01-31T14:13:58,Spiral.csv,B2_Out_2_3_3.txt,2,3,3,0.01,0.01,2020-01-31T14:13:58,0.015624,0.015624,0.031248,0,3
2020-01-31T14:13:58,Spiral.csv,B2_Out_2_3_4.txt,2,3,4,0.01,0.01,2020-01-31T14:13:58,0.015622,0,0.015622,0,3
2020-01-31T14:13:59,Spiral.csv,B2_Out_2_4_2.txt,2,4,2,0.01,0.01,2020-01-31T14:13:59,0.015623,0.015625,0.031248,0,1
2020-01-31T14:13:59,Spiral.csv,B2_Out_2_4_3.txt,2,4,3,0.01,0.01,2020-01-31T14:13:59,0,0.015622,0.015622,0,1
2020-01-31T14:13:59,Spiral.csv,B2_Out_2_4_4.txt,2,4,4,0.01,0.01,2020-01-31T14:13:59,0.015627,0.015628,0.031255,0,1
2020-01-31T14:13:59,Spiral.csv,B2_Out_3_2_2.txt,3,2,2,0.01,0.01,2020-01-31T14:13:59,0.017302,0,0.017302,0,3
2020-01-31T14:13:59,Spiral.csv,B2_Out_3_2_3.txt,3,2,3,0.01,0.01,2020-01-31T14:13:59,0.015617,0,0.015617,0,3
2020-01-31T14:13:59,Spiral.csv,B2_Out_3_2_4.txt,3,2,4,0.01,0.01,2020-01-31T14:14:00,0.015626,0,0.015626,0,3
2020-01-31T14:14:00,Spiral.csv,B2_Out_3_3_2.txt,3,3,2,0.01,0.01,2020-01-31T14:14:00,0.015623,0.015623,0.031246,0,3
2020-01-31T14:14:00,Spiral.csv,B2_Out_3_3_3.txt,3,3,3,0.01,0.01,2020-01-31T14:14:00,0.031249,0.015624,0.046873,0,3
2020-01-31T14:14:00,Spiral.csv,B2_Out_3_3_4.txt,3,3,4,0.01,0.01,2020-01-31T14:14:00,0.015623,0.015624,0.031247,0,3
2020-01-31T14:14:00,Spiral.csv,B2_Out_3_4_2.txt,3,4,2,0.01,0.01,2020-01-31T14:14:01,0.03125,0.01562,0.04687,0,1
2020-01-31T14:14:01,Spiral.csv,B2_Out_3_4_3.txt,3,4,3,0.01,0.01,2020-01-31T14:14:01,0,0.015623,0.015623,0,1
